filename,edge_density,contour_count,contrast,homogeneity,energy,entropy,mean_R,mean_G,mean_B,brightness,true_damage,true_material,needs_damage_label,needs_material_label
2602_90_210.png,0.150360107,665,4.906556373,0.989280171,0.716195439,6.765776193,58.398674,42.800716,26.063898,58.736412,,,FALSE,FALSE
2603_90_215.png,0.137969971,552,4.126501225,0.991800699,0.706095086,6.184559086,67.93565,51.720963,45.010593,71.9831,,,FALSE,FALSE
2606_90_224.png,0.175842285,691,0.000704657,0.999647672,0.997504798,8.037155861,57.54571,56.03945,46.83252,65.40146,,,FALSE,FALSE
2607_90_225.png,0.157699585,624,0,1,1,7.323396388,64.11337,58.246284,43.827747,68.39772,,,FALSE,FALSE
2608_90_226.png,0.241226196,960,0,1,1,10.70697012,77.608925,67.324905,46.51906,80.50667,,,FALSE,FALSE
2609_90_227.png,0.195922852,729,0,1,1,8.514304611,72.89132,61.73467,43.10505,73.320755,,,FALSE,FALSE
2610_90_228.png,0.165649414,662,4.289460784,0.98999455,0.700568792,7.347277321,70.49482,52.81688,35.729935,73.046814,,,FALSE,FALSE
2611_90_231.png,0.223495483,916,0,1,1,10.14661416,81.81634,69.93893,49.924862,84.89822,,,FALSE,FALSE
2612_90_244.png,0.089706421,9,7.363143382,0.989220116,0.833102501,3.935798469,74.85697,95.71319,70.50021,99.84126,,,FALSE,FALSE
2613_90_247.png,0.191879272,816,0,1,1,8.418457759,72.81221,63.738483,43.69473,73.25459,,,FALSE,FALSE
2614_90_248.png,0.109008789,464,0,1,1,4.900382669,37.149258,36.74896,28.368233,42.153854,,,FALSE,FALSE
2615_90_249.png,0.216812134,909,0,1,1,9.627501619,86.59788,71.8906,48.160892,86.70003,,,FALSE,FALSE
2616_90_250.png,0.15763855,530,16.68501838,0.97331326,0.69180047,6.897990516,57.95165,50.327114,36.537888,61.146034,,,FALSE,FALSE
2618_90_293.png,0.103866577,4,8.047487745,0.98909672,0.860664516,4.629372194,78.78372,99.276344,74.961815,103.76789,,,FALSE,FALSE
2620_90_295.png,0.246749878,1028,0,1,1,10.31283846,80.81025,67.996216,48.87863,82.00001,,,FALSE,FALSE
2621_90_296.jpg,0.215423584,976,0,1,1,10.23576524,73.92023,64.84298,51.755867,73.920906,,,FALSE,FALSE
2622_90_307.png,0.118759155,2,9.911519608,0.974783492,0.889648082,5.238196796,91.81373,108.27551,80.31352,116.808914,,,FALSE,FALSE
2623_90_31.png,0.130737305,526,3.542585784,0.992360442,0.703710824,5.995847917,61.06161,54.20874,50.854443,66.60253,,,FALSE,FALSE
2625_90_319.png,0.147277832,562,13.12809436,0.980863568,0.697947765,6.596476242,65.52082,54.283436,39.3642,69.02239,,,FALSE,FALSE
2626_90_35.png,0.05909729,6,7.965655637,0.975835492,0.851077558,2.801492858,92.51968,117.44518,95.30826,117.50718,,,FALSE,FALSE
